Review text,Ratings
super go for itREAD MORE,Positive Review
Awesome 👍😎READ MORE,Positive Review
Worast quality..very badREAD MORE,Negative Review
Quality product. Value for moneyREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Gud one..Thxx FlipkartREAD MORE,Positive Review
Good performanceREAD MORE,Positive Review
Best👌READ MORE,Positive Review
Very GoodREAD MORE,Positive Review
Best shuttle 👍READ MORE,Positive Review
Very niceREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Good shuttleREAD MORE,Positive Review
Ok original product...READ MORE,Positive Review
worth to moneyREAD MORE,Positive Review
GoodREAD MORE,Positive Review
SuperREAD MORE,Positive Review
As usualREAD MORE,Positive Review
Perfect qualityREAD MORE,Positive Review
Thanks seller I got replace orignal product as required.READ MORE,Positive Review
Best productREAD MORE,Positive Review
Good quality..durability is also more..READ MORE,Positive Review
Liked itREAD MORE,Positive Review
Shuttle is very slowREAD MORE,Negative Review
GoodREAD MORE,Positive Review
It is worth the money we spend to buy it .....good quality 👍READ MORE,Positive Review
Good product 👍READ MORE,Positive Review
ExpensiveREAD MORE,Negative Review
NiceREAD MORE,Positive Review
I love itREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Price is too high and low durability Got Damaged after 1 dayREAD MORE,Negative Review
Nice Product very good for playing and it can survive up to 3 days in normal playing condition.READ MORE,Positive Review
Low quality product send . The shatels are broken when I played 2 games onlyREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Not as expected but ok.READ MORE,Negative Review
GoodREAD MORE,Positive Review
BrilliantREAD MORE,Positive Review
Awesome Product & Delivery is SuperbREAD MORE,Positive Review
"Even it's green cap, the shuttles are toooooooo slowREAD MORE",Negative Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
"Quality concern,very poor poor quality i ll not recommend to buyREAD MORE",Negative Review
NiceREAD MORE,Positive Review
As expected it is Mavis-350. I liked this oneREAD MORE,Positive Review
Thank you so muchREAD MORE,Positive Review
It's good but it's not durable yonex Mavis 10 is an all rounder at the price of 1 yonex mavis 350 v get 2yonex Mavis 10 plus is durable too it all has some disadvantages but it won't matter if u have not played with 350yet If and only if the prise of 350 gets low will suggest it it not value for money at the momentREAD MORE,Negative Review
Average praductREAD MORE,Positive Review
Some of the shuttles are very fast no drift at all worst purchaseREAD MORE,Negative Review
GoodREAD MORE,Positive Review
i was really surprised with the speed of delivery...got the product in less than 12 hours...full 5 starsREAD MORE,Positive Review
AverageREAD MORE,Negative Review
Super... thanks FlipkartREAD MORE,Positive Review
Cork is not worthy. Quality is too poor.READ MORE,Negative Review
Not badREAD MORE,Negative Review
Original ptoduct.I m happy with that.ty flipcart.today I have just received the item and it seems superb.after playing with the shuttle I will post more review whether it is genuine or not.READ MORE,Positive Review
SuperREAD MORE,Positive Review
Good job. Reached my purchase. 3 Before the delivery date. Keep it upREAD MORE,Negative Review
shuttle are have very speedREAD MORE,Negative Review
GoodREAD MORE,Positive Review
Damage  product givenREAD MORE,Negative Review
good qualityREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Price to highREAD MORE,Negative Review
NiceREAD MORE,Positive Review
Not badREAD MORE,Negative Review
Good shuttleREAD MORE,Positive Review
Good quality productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Item was not upto the markShuttle demaged only in 2 days i think stock was not new manufactured 2 or 3 yearsbackREAD MORE,Negative Review
Smart buy at only 809..READ MORE,Positive Review
This is not mavis350 slow.. the feathers are rough.. and shettle flies outside the court easily. Can't play the proper game..READ MORE,Negative Review
Thank you flipkart for arranging the replacement. I am upgrading the stars. But please ensure that such incidents doesn't happen again.READ MORE,Positive Review
Good qualityREAD MORE,Positive Review
"Go fast product not gud,rate too high iam not satisfiedREAD MORE",Negative Review
Always better this shuttleREAD MORE,Positive Review
"It's a good Shuttle for Outdoor.We are always playing with Mavis 350Great Shuttle but "" white is better than green "" 👍READ MORE",Positive Review
Genuine Yonex shuttle. Verified the code on sunrise website.READ MORE,Positive Review
GoodREAD MORE,Positive Review
Super quality and good durabilityREAD MORE,Positive Review
excellentREAD MORE,Positive Review
Itna kash nai. But nimit okayREAD MORE,Negative Review
Very good and thanksREAD MORE,Positive Review
It is goodREAD MORE,Positive Review
ExcellentREAD MORE,Positive Review
GoodREAD MORE,Positive Review
The shuttle speed was lower than anticipates as compared to the normal ones brought from the store. Complete waste of money.READ MORE,Negative Review
PerfectREAD MORE,Positive Review
ExcellentREAD MORE,Positive Review
Very good qualityREAD MORE,Positive Review
Damaged products..READ MORE,Negative Review
Poor quality don't buy thisREAD MORE,Negative Review
Nice product and timely delivery.READ MORE,Positive Review
Damaged very quickly.Played hardly for 02 matches per shuttle.READ MORE,Negative Review
This product is goodREAD MORE,Positive Review
Orginal product👍👍READ MORE,Positive Review
Value for moneyREAD MORE,Positive Review
Go for it...READ MORE,Positive Review
GoodREAD MORE,Positive Review
Not goodREAD MORE,Negative Review
𝙊𝙪𝙩𝙨𝙩𝙖𝙣𝙙𝙞𝙣𝙜READ MORE,Positive Review
Favorite for everREAD MORE,Positive Review
NiceREAD MORE,Positive Review
GoodREAD MORE,Positive Review
good and durable for smashingREAD MORE,Positive Review
Awesome productREAD MORE,Positive Review
Waste of moneyREAD MORE,Negative Review
NYC productsREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Price to highREAD MORE,Positive Review
Good productREAD MORE,Positive Review
OkREAD MORE,Negative Review
Best qualityREAD MORE,Positive Review
NiceREAD MORE,Positive Review
Its  tooo bad   quality .its  just running  2  to  3  days onlyREAD MORE,Negative Review
Yar suttle is very good but the price is to high for normal studentREAD MORE,Positive Review
Not up to the markREAD MORE,Positive Review
Very good excellentREAD MORE,Positive Review
OkREAD MORE,Positive Review
Mmm....okREAD MORE,Positive Review
It's a very good productREAD MORE,Positive Review
Got genuine product. Even the import stamp says December 2020. Even when there's a shortage of these shuttles import.READ MORE,Positive Review
Good quality delivered within 72hREAD MORE,Positive Review
Nice n genuine productREAD MORE,Positive Review
NYC productREAD MORE,Positive Review
"Good, compared with other shuttleREAD MORE",Positive Review
Waste for moneyREAD MORE,Negative Review
Excellent flight and carry. Good for practice.READ MORE,Positive Review
goodREAD MORE,Positive Review
Good morningREAD MORE,Positive Review
Not good product.... Old product.... Faced lots of problemsNot expected such type of problemsREAD MORE,Negative Review
One shuttle was not goodREAD MORE,Negative Review
Very good quality productREAD MORE,Positive Review
Good quality 👌READ MORE,Positive Review
No problem its looking like goodREAD MORE,Positive Review
"Gud product, all shuttles are brand newREAD MORE",Positive Review
Great!!READ MORE,Positive Review
As expected product.READ MORE,Positive Review
Definitely a original product as we got fooled by our localsREAD MORE,Positive Review
One of them is broken.READ MORE,Negative Review
Good but very costlyREAD MORE,Positive Review
100% originalREAD MORE,Positive Review
GoodREAD MORE,Positive Review
goodREAD MORE,Positive Review
Always best as usualREAD MORE,Positive Review
Very niceREAD MORE,Positive Review
Bad product. I got two days durabilityREAD MORE,Negative Review
Perfect Shuttle for beginners and intermediate players.READ MORE,Positive Review
Stick only 2days# Shuttle.READ MORE,Negative Review
Slow in speed but very niceREAD MORE,Positive Review
It was ok..but little bit slowREAD MORE,Negative Review
Good quality 👌READ MORE,Positive Review
Always awesome product 😎 👌 😘❤READ MORE,Positive Review
Awesome ProductREAD MORE,Positive Review
Not durableREAD MORE,Negative Review
Great value for money.READ MORE,Positive Review
Very nice product superrrrrrrREAD MORE,Positive Review
Not badREAD MORE,Negative Review
Quality good..READ MORE,Positive Review
"very old product, very bad quality, broken just in one match, the one I bought from market was good but brought from flipkart is very bad.Never ever buy these shuttle from flipkart.READ MORE",Negative Review
osamaREAD MORE,Positive Review
Wow . Super super superREAD MORE,Positive Review
delivered on time...value for money....go 4 it.READ MORE,Positive Review
SprREAD MORE,Positive Review
GoodREAD MORE,Positive Review
SupremeREAD MORE,Positive Review
Each one 150 costly gameREAD MORE,Positive Review
Damaged itemREAD MORE,Negative Review
goodREAD MORE,Positive Review
Very good itemREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
Good....No choiceREAD MORE,Positive Review
"Good one, Orginal product.READ MORE",Positive Review
WonderfulREAD MORE,Positive Review
It's very good quality product...READ MORE,Positive Review
GreatREAD MORE,Positive Review
GoodREAD MORE,Positive Review
SuperREAD MORE,Positive Review
"The quality of this shuttlecock is not good. After 5 to 6 games, the skirt damage and it become unbalanced and unplayable.READ MORE",Negative Review
K betterREAD MORE,Negative Review
Very good shuttles...👌READ MORE,Positive Review
Item  is  note  same  qualityREAD MORE,Negative Review
SuperREAD MORE,Positive Review
"Good, as expected.READ MORE",Positive Review
Bad...products..READ MORE,Negative Review
the shuttles failed miserably...one miss hit to the shuttle skirt and it broke from bottom core…READ MORE,Negative Review
Very badREAD MORE,Negative Review
In some one there is a small small hole in shuttleREAD MORE,Negative Review
Not goodREAD MORE,Negative Review
GoodREAD MORE,Positive Review
AcceptedREAD MORE,Positive Review
Very good....READ MORE,Positive Review
Not niceREAD MORE,Negative Review
Original Good qualityREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Atom is missingREAD MORE,Negative Review
good productREAD MORE,Positive Review
Nothing is better than this....READ MORE,Positive Review
Quality is going down day by dayREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Loved itREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
GreatREAD MORE,Positive Review
Very costlyREAD MORE,Negative Review
Very nice productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Original product. Got it fully packed with yonex hologram. The quality of the product is relly nice.READ MORE,Positive Review
Good. But a bit costly this year.READ MORE,Positive Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
AwesomeREAD MORE,Positive Review
Great purchaseREAD MORE,Positive Review
"in this roll only  5 games it will  tear, all the way, pls provided  original quality.READ MORE",Negative Review
Best productREAD MORE,Positive Review
BadREAD MORE,Negative Review
GoodREAD MORE,Positive Review
Nice shuttle and base is too goodREAD MORE,Positive Review
Good QualityREAD MORE,Positive Review
Excellent shuttle for outdoor play.READ MORE,Positive Review
Fine qualityREAD MORE,Positive Review
Good productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Very poor quality.READ MORE,Negative Review
Genuine product receivedREAD MORE,Positive Review
According to the price Quality is goodREAD MORE,Positive Review
"Original, quick deliver. Satisfactory buyREAD MORE",Positive Review
Good productREAD MORE,Positive Review
Good productREAD MORE,Positive Review
GoodREAD MORE,Negative Review
Super 👌READ MORE,Positive Review
"Really good, Durability is good compared to buy in Amazon. Really I don't know what is the difference.But good.. Thank you flipkartREAD MORE",Positive Review
Quality not goodREAD MORE,Negative Review
Very Nice ProductREAD MORE,Positive Review
The delivery was quick and absolutely the packing was nice and quality was excellent.READ MORE,Positive Review
Quality very poor duplicate productREAD MORE,Negative Review
Gud productREAD MORE,Positive Review
